table_name,table_type,table_comment,column_name,ordinal_position,data_type,is_nullable,column_default,column_comment,constraint_type,constraint_name,column_tags,table_tags
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,nha_pn_prorated,45,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,blob_no,46,DECIMAL,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,document_no,47,DECIMAL,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,cci_number,48,DECIMAL,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,task_card_pn,49,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,task_card_sn,50,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,order_type,51,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,order_no,52,DECIMAL,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,form_one,53,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,followup_remarks,54,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,lead_time,55,DECIMAL,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,delivery_date,56,TIMESTAMP,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,cust_req_date,57,TIMESTAMP,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,cust_req_act_date,58,TIMESTAMP,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,shipping_date,59,TIMESTAMP,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,shipping_remarks,60,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,rob_from_ac,61,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,qty,62,DECIMAL,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,interface_transfer_date,63,TIMESTAMP,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,internal_external,64,STRING,YES,,,,,,
qx_ppmtx_ac_pn_transaction_history,STREAMING_TABLE,Silver aircraft part transactions - validated component removal/installation history,processed_timestamp,65,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect_type,0,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect,1,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect_item,2,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,status,3,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,ac,4,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,chapter,5,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,section,6,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,paragraph,7,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,flight,8,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,fuel,9,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,delay,10,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,delays_hours,11,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,delay_minutes,12,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,i_f_s_d,13,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,cancellation,14,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect_description,15,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect_category,16,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,mddr,17,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer,18,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_by,19,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_date,20,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_to_date,21,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,mel,22,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,mel_number,23,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,reported_by,24,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,reported_date,25,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolution_description,26,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolution_category,27,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolved_by,28,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolved_date,29,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,wo,30,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,task_card,31,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,fault_confirm,32,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,notes,33,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,created_by,34,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,created_date,35,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,modified_by,36,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,modified_date,37,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_category,38,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,station,39,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,blob_no,40,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,recurrent,41,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,flight_phase,42,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization,43,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,reliability_control,44,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,schedule_hours,45,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,schedule_cycles,46,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,schedule_days,47,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_to_hour,48,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_to_minute,49,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolved_location,50,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,mel_title,51,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,ddpg,52,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,reported_hour,53,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,repoted_minute,54,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_from_wo,55,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_from_task_card,56,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,internal_capability,57,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_to_next_ec,58,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,skill,59,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,man_hours,60,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,man_required,61,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_status,62,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_by,63,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_date,64,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,capability_area,65,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,plan_defect,66,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,sdr,67,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,inspected_by,68,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,dispatcher_notified,69,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_status_sencond,70,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_by_second,71,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_date_second,72,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_require_second,73,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_control,74,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolution_defect_type,75,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolution_defect,76,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolution_defect_item,77,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,repeat_number,78,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,completed_number,79,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,ac_position,80,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,root_cause,81,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,required_inspection_item,82,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,est_turn_around_ground_hrs,83,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,est_turn_around_ground_mns,84,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,override_mddr_auto,85,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_hour,86,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_minute,87,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,cross_reference_type,88,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,cross_reference_number,89,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,required_inspection_by,90,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_notes,91,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,release_to_service_by,92,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,release_to_service_date,93,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolved_hour,94,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,resolved_minute,95,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,mis,96,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,linking_seq,97,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,linking_seq_previous,98,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,linking_defect,99,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,linking_defect_item,100,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,linking_defect_type,101,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,dispatcher_notified_resolution,102,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,generated_from_ec,103,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,authorization_notes,104,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,asc,105,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,initial_due_date,106,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect_gate,107,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,canceled_flight,108,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,delayed_flight,109,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,document_no,110,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,not_do_allow_concession,111,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,mel_calendar_days_flag,112,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,created_from,113,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,interface_external_reference,114,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect_for_pn,115,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defect_for_pn_sn,116,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,pn_incident,117,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,engine_full_load_takeoff,118,STRING,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,defer_date_orig,119,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,plan_date,120,TIMESTAMP,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,plan_hour,121,DECIMAL,YES,,,,,,
qx_ppmtx_defect_report,STREAMING_TABLE,Silver defect reports - validated aircraft defect and maintenance action records,plan_minute,122,DECIMAL,YES,,,,,,
